,0,1,id,year,place,printer,initial
1309,39.15998,-0.36679837,1963,1608,Paris,"Denise Cavellat, Widow of Arnold Sittart","1963_sacrobosco_sphaera_1608_p112,78,482,172,172.jpg"
1310,-1.2155803,-37.958992,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p224,528,647,260,265.jpg"
1311,-57.099934,17.201473,1967,1606,Lyon,"Gazeau, Hugues","1967_sacrobosco_sphaera_1606_p43,258,1949,515,515.jpg"
1312,55.10616,-34.715286,1760,1619,Paris,"Quesnel, Jacques","1760_sacrobosco_sphere_1619_p41,6,1091,123,130.jpg"
1313,-51.22425,-26.54325,1699,1550,Florence,"Torrentino, Lorenzo","1699_fiorentino_sopra_1550_p9,211,1051,352,356.jpg"
1314,-57.832935,48.106052,2279,1599,London,"Judson, Thomas","2279_hill_schoole_1599_p17,1535,308,329,317.jpg"
1315,3.8215768,54.996403,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p411,2736,1828,532,567.jpg"
1316,51.118607,-41.723206,1802,1545,Seville,"León, Juan de","1802_sacrobosco_tractado_1545_p57,64,410,108,98.jpg"
1317,-45.795647,0.85927564,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p1086,428,2264,702,702.jpg"
1318,22.94496,-44.996777,1926,1491,Venice,"Trino, Guglielmo da","1926_regiomontanus_sphaera_1491_p23,62,873,150,170.jpg"
1319,-33.000965,18.730087,2197,1568,Valladolid,"Ghemart, Adrián","2197_spinosa_sphera_1568_p79,337,1664,591,578.jpg"
1320,-24.578709,-23.092657,1727,1567,Valladolid,"Ghemart, Adrián","1727_sacrobosco_sphaera_1567_p21,228,1508,690,773.jpg"
1321,14.511519,7.0601673,1818,1608,Saint Gervais,"Crispin, Samuel","1818_clavius_sphaeram_1608_p30,111,406,211,211.jpg"
1322,-10.016661,23.620588,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p153,681,3380,533,495.jpg"
1323,14.436476,27.524008,1872,1617,Lyon,"Pillehotte, Antoine","1872_sacrobosco_emendata_1617_p90,149,685,382,388.jpg"
1324,16.20414,-13.401701,2151,1607,Geneva,"Crispin, Samuel","2151_clavius_commentarius_1607_p350,84,650,167,167.jpg"
1325,3.558185,69.08882,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p233,748,5633,532,532.jpg"
1326,-13.934291,19.646317,1816,1607,Lyon,Jacques du Creux a.k.a. Molliard,"1816_clavius_sphaeram_1607_p358,225,3460,481,496.jpg"
1327,22.338871,-42.822918,1804,1526,Alcalá de Henares,"Eguia, Miguel de","1804_ailly_sphaera_1526_p101,183,857,131,160.jpg"
1328,11.2517,8.938221,1813,1602,Lyon,"Gabiano, Jean de","1813_clavius_sphaera_1602_p28,78,619,204,191.jpg"
1329,-10.870548,-36.143967,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p61,2677,1262,265,265.jpg"
1330,18.362259,-43.955402,1804,1526,Alcalá de Henares,"Eguia, Miguel de","1804_ailly_sphaera_1526_p12,176,1125,142,155.jpg"
1331,1.979181,50.758785,1855,1578,Lyon,"Tinghi, Philippe","1855_giuntini_sphaera_1578_p6,170,1023,501,507.jpg"
1332,39.789795,9.609501,1963,1608,Paris,"Denise Cavellat, Widow of Arnold Sittart","1963_sacrobosco_sphaera_1608_p48,81,1206,169,186.jpg"
1333,-74.493286,-12.177223,2223,1584,London,Widow of Richard Jugge (Joan Jugge),"2223_cortes_arte_1584_p58,3031,1207,814,801.jpg"
1334,-26.78123,-40.131596,1831,1534,Paris,"Colines, Simon de","1831_mercator_textus_1534_p53,201,419,287,283.jpg"
1335,-15.290235,-44.881657,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p120,2734,2074,282,288.jpg"
1336,-81.18758,1.4344947,2250,1532,Paris,"Morrhy, Gérard","2250_fine_protomathesis_1532_p305,1170,2297,1428,1406.jpg"
1337,-38.933926,3.5445452,1730,1573,Antwerp,"Rade, Gilles van den","1730_giuntini_sphaera_1573_p11,222,320,253,250.jpg"
1338,49.32949,-43.74097,1733,1576,Paris,Company Guillaume Cavellat & Jérôme de Marnef,"1733_sacrobosco_sphere_1576_p13,1104,819,104,154.jpg"
1339,39.347977,-33.837547,2233,1574,Heidelberg,"Mayer, Johann","2233_witekind_sphaera_1574_p320,10,421,144,144.jpg"
1340,-76.095604,-8.583892,2227,1572,London,"Jugge, Richard","2227_cortes_arte_1572_p47,2752,257,747,725.jpg"
1341,24.302807,-45.504173,1923,1482,Venice,"Ratdolt, Erhard","1923_sacrobosco_astronomica_1482_p8,141,740,158,170.jpg"
1342,60.89259,-28.579374,2077,1551,Seville,"Alvares, António","2077_Cortes_Arte_1551_p34,1079,393,130,126.jpg"
1343,61.21572,-15.7983885,1970,1577,Paris,Company Jérôme de Marnef & Widow of Guillaume Cavellat (Denise de Marnef),"1970_sacrobosco_sphaera_1577_p79,204,341,138,149.jpg"
1344,-13.282615,46.611317,1855,1578,Lyon,"Tinghi, Philippe","1855_giuntini_sphaera_1578_p41,488,2637,483,458.jpg"
1345,29.559378,28.161444,1634,1500,Venice,"Sessa I., Giovanni Battista","1634_sacrobosco_figura_1500_p56,186,515,258,254.jpg"
1346,-36.727783,-29.006285,2166,1563,Wittenberg,"Lufft, Hans","2166_peucer_elementa_1563_p5,58,422,347,362.jpg"
1347,74.57418,-20.54691,1733,1576,Paris,Company Guillaume Cavellat & Jérôme de Marnef,"1733_sacrobosco_sphere_1576_p10,254,53,144,144.jpg"
1348,59.87957,-43.77932,2267,1578,Mexico City,"Ricardo, Antonio","2267_maurolycus_sphaera_1578_p5,21,111,102,112.jpg"
1349,-6.1427574,-36.717052,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p113,607,528,265,276.jpg"
1350,-48.736156,-10.437226,2226,1589,London,"Jeffes, Abel","2226_cortes_arte_1589_p14,969,1342,670,710.jpg"
1351,-5.446999,37.75634,2188,1607,Venice,"Percacino, Grazioso","2188_barozzi_cosmografia_1607_p181,423,676,309,319.jpg"
1352,-21.284761,-11.281996,1835,1571,Florence,"Giunta, Jacopo","1835_sacrobosco_sfera_1571_p32,494,1293,257,237.jpg"
1353,16.9004,-31.629328,2170,1551,Wittenberg,"Krafft the Elder, Johann","2170_peucer_elementa_1551_p36,173,309,180,176.jpg"
1354,-75.25695,-12.1383505,2250,1532,Paris,"Morrhy, Gérard","2250_fine_protomathesis_1532_p224,769,3745,1407,1390.jpg"
1355,-60.421288,-14.704015,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p174,2661,1166,367,378.jpg"
1356,38.94378,-12.441864,1962,1619,Paris,"Quesnel, Jacques","1962_vinet_sphaera_1619_p102,342,1094,190,198.jpg"
1357,-42.06023,-31.166119,2255,1587,Venice,"Franceschi, Francesco de","2255_fine_opere_1587_p71,79,1012,468,552.jpg"
1358,23.618738,0.07692116,1813,1602,Lyon,"Gabiano, Jean de","1813_clavius_sphaera_1602_p275,206,460,175,178.jpg"
1359,-76.21867,5.182097,1964,1558,Paris,"Cavellat, Guillaume","1964_vinet_sphaera_1558_p107,705,1039,838,808.jpg"
1360,34.13075,55.16224,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p346,2265,2899,446,436.jpg"
1361,-41.076748,16.329966,1808,1585,Rome,"Basa, Domenico","1808_clavius_sphaera_1585_p257,140,543,283,295.jpg"
1362,17.84336,25.83281,1856,1566,Antwerp,"Richard, Jean","1856_sacrobosco_sphaera_1566_p10,65,528,320,326.jpg"
1363,33.446766,44.470703,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p222,256,495,449,437.jpg"
1364,-45.44071,26.173557,2255,1587,Venice,"Franceschi, Francesco de","2255_fine_opere_1587_p541,23,1661,302,318.jpg"
1365,-7.316506,78.75162,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p249,2674,5125,508,532.jpg"
1366,70.261345,-4.911935,1980,1622,Leipzig,"Jansonius, Justus","1980_triegler_tractaetlein_1622_p72,148,291,165,165.jpg"
1367,-54.954273,-38.188007,1936,1579,Florence,"Giunta, Jacopo","1936_rinaldi_sfera_1579_p42,863,2836,951,966.jpg"
1368,53.81388,11.907013,1646,1510,Lisbon,"Gaillard, German","1646_torre_tractado_1510_p4,366,1727,223,228.jpg"
1369,-73.2989,6.352251,1969,1562,Paris,"Cavellat, Guillaume","1969_vinet_sphaera_1562_p22,313,1407,851,886.jpg"
1370,10.200678,29.284262,1727,1567,Valladolid,"Ghemart, Adrián","1727_sacrobosco_sphaera_1567_p153,286,2217,593,662.jpg"
1371,19.428638,-5.649527,1810,1594,Lyon,"Julliéron, Guichard","1810_clavius_sphaera_1594_p517,208,900,188,188.jpg"
1372,-29.559036,-43.084103,1832,1531,Paris,"Colines, Simon de","1832_detaples_textus_1531_p19,574,721,427,396.jpg"
1373,9.852503,15.605962,1730,1573,Antwerp,"Rade, Gilles van den","1730_giuntini_sphaera_1573_p8,55,446,212,208.jpg"
1374,2.438618,-32.137424,1919,1579,Venice,Company Giovanni Varisco & compagni,"1919_piccolomini_sfera_1579_p20,101,750,313,326.jpg"
1375,-60.960793,-14.704128,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p56,2689,308,372,372.jpg"
1376,-73.045746,-14.597317,2223,1584,London,Widow of Richard Jugge (Joan Jugge),"2223_cortes_arte_1584_p34,960,1541,827,820.jpg"
1377,22.684484,-29.698673,2104,1556,Frankfurt (Main),"Braubach, Peter","2104_beyer_quaestiones_1556_p25,86,443,179,182.jpg"
1378,-13.594487,-44.9441,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p155,1414,1679,271,271.jpg"
1379,9.508282,-73.20556,1697,1548,Seville,"León, Juan de","1697_sacrobosco_tractado_1548_p100,109,277,370,354.jpg"
1380,-46.70265,-33.106567,2215,1574,Perugia,"Rastelli, Giovanni Bernardino","2215_sacrobosco_sfera_1575_p56,408,420,377,391.jpg"
1381,6.8837175,-0.7001144,1786,1562,Paris,"Cavellat, Guillaume","1786_beyer_quaestiones_1562_p10,113,479,265,242.jpg"
1382,31.358055,50.19433,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p316,253,968,427,409.jpg"
1383,48.969177,30.224838,2278,1601,Venice,"Ciotti, Giovanni Battista","2278_clavius_commentarius_1601_p117,446,3625,285,298.jpg"
1384,-2.7693489,-36.859535,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p115,607,1166,265,265.jpg"
1385,27.671633,-46.766666,1826,1499,Venice,"Bevilacqua, Simone","1826_sacrobosco_sphera_1499_p217,869,693,144,147.jpg"
1386,-65.82453,6.1338987,2078,1561,London,"Jugge, Richard","2078_curtes_arte_1561_p76,1051,560,602,607.jpg"
1387,49.17478,-16.87328,1807,1581,Rome,Company Francesco Zanetti & Domenico Basa,"1807_clavius_sphaeram_1581_p452,99,923,144,158.jpg"
1388,-1.5848092,-6.3924756,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p137,687,1544,475,488.jpg"
1389,-43.934925,-10.360675,1729,1572,Venice,Company Heirs of Melchiorre Sessa I.,"1729_sacrobosco_sphaera_1572_p3,1123,500,256,276.jpg"
1390,-15.022946,27.205372,1942,1519,Venice,"Penzio, Giacomo","1942_sabbioneta_spherae_1519_p46,680,1461,249,260.jpg"
1391,18.413315,26.45705,1856,1566,Antwerp,"Richard, Jean","1856_sacrobosco_sphaera_1566_p22,18,385,324,327.jpg"
1392,-4.1495595,11.242866,1777,1585,Venice,"Percacino, Grazioso","1777_barozzi_cosmographia_1585_p273,54,904,277,308.jpg"
1393,-34.376865,-2.2550108,1910,1537,Lisbon,"Gaillard, German","1910_sacrobosco_tratado_1537_p78,896,1050,376,410.jpg"
1394,30.514734,23.636747,1823,1508,Venice,Company Giovanni Rosso & Bernardino Rosso (brothers),"1823_dailly_textus_1508_p109,43,919,166,159.jpg"
1395,4.969655,31.837381,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p906,402,6597,574,587.jpg"
1396,-45.04533,26.222813,2255,1587,Venice,"Franceschi, Francesco de","2255_fine_opere_1587_p721,36,458,295,303.jpg"
1397,3.4013445,-7.921672,1814,1603,Venice,"Ciotti, Giovanni Battista","1814_clavius_commentarius_1603_p331,121,681,276,268.jpg"
1398,-43.907238,15.515544,2255,1587,Venice,"Franceschi, Francesco de","2255_fine_opere_1587_p778,277,649,299,312.jpg"
1399,25.735003,-22.680323,1810,1594,Lyon,"Julliéron, Guichard","1810_clavius_sphaera_1594_p271,340,215,200,197.jpg"
1400,45.621967,-1.6288613,1819,1611,Mainz,"Eltz, Reinhard","1819_clavius_works_vol_03_1611_p363,265,419,178,182.jpg"
1401,41.253536,50.209446,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p286,2328,1069,428,418.jpg"
1402,-44.755116,15.053006,1974,1569,Paris,Company Guillaume Cavellat & Jérôme de Marnef,"1974_vinet_sphaera_1569_p115,414,950,326,335.jpg"
1403,18.067707,-38.500664,1923,1482,Venice,"Ratdolt, Erhard","1923_sacrobosco_astronomica_1482_p93,299,245,173,183.jpg"
1404,57.607063,-19.98341,1970,1577,Paris,Company Jérôme de Marnef & Widow of Guillaume Cavellat (Denise de Marnef),"1970_sacrobosco_sphaera_1577_p65,185,139,141,152.jpg"
1405,-35.754036,-12.7666,2192,1512,Paris,Company Brothers de Marnef,"2192_sacrobosco_tractatus_1515_p14,214,892,197,192.jpg"
1406,-38.1344,5.4057493,1930,1501,Venice,"Sessa I., Giovanni Battista","1930_sacrobosco_sphaerae_1501_p5,91,401,269,294.jpg"
1407,-56.42372,-32.195694,2255,1587,Venice,"Franceschi, Francesco de","2255_fine_opere_1587_p783,34,1355,474,535.jpg"
1408,32.479145,46.690987,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p319,567,1231,432,422.jpg"
1409,-27.465149,-7.226675,2250,1532,Paris,"Morrhy, Gérard","2250_fine_protomathesis_1532_p237,1011,2306,626,639.jpg"
1410,34.385834,7.679823,1808,1585,Rome,"Basa, Domenico","1808_clavius_sphaera_1585_p234,467,1799,217,213.jpg"
1411,39.37767,45.31284,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p223,2500,1452,433,444.jpg"
1412,-63.52,0.7655955,1955,1561,Paris,"Cavellat, Guillaume","1955_Sphaera_Comp_Cavellat_1561_p152,861,1928,685,663.jpg"
1413,-15.698441,-21.981619,1936,1579,Florence,"Giunta, Jacopo","1936_rinaldi_sfera_1579_p54,846,1608,629,715.jpg"
1414,66.12426,1.6828167,1980,1622,Leipzig,"Jansonius, Justus","1980_triegler_tractaetlein_1622_p6,151,315,162,156.jpg"
1415,12.952261,15.242068,1763,1629,Salamanca,"Taberniel, Jacinto","1763_sacrobosco_esfera_1629_p50,347,695,248,254.jpg"
1416,51.589447,14.040539,1817,1607,Rome,"Zanetti, Luigi","1817_clavius_sphaeram_1607_p26,225,1579,365,414.jpg"
1417,14.336846,-4.6005387,2265,1521,Sine loco,Anonymous_SineLoco_[1526]_S,"2265_nunes_astronomici_1526_p6,727,2910,511,460.jpg"
1418,-32.070625,37.81105,1854,1582,Lyon,"Béraud, Symphorien","1854_giuntini_sfera_1582_p379,43,664,343,363.jpg"
1419,-61.061176,-18.64913,1953,1566,Cologne,"Cholinus, Maternus","1953_vinet_sphaera_1566_p198,384,438,600,657.jpg"
1420,-32.57285,-26.859896,2228,1630,London,Company Bernard Alsop & Thomas Fawcett,"2228_cortes_arte_1630_p6,2706,1561,616,590.jpg"
1421,27.529865,60.902157,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p323,2502,3367,451,439.jpg"
1422,38.239685,53.849773,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p313,2549,3547,436,426.jpg"
1423,-21.4224,-33.010403,1832,1531,Paris,"Colines, Simon de","1832_detaples_textus_1531_p38,587,1929,267,270.jpg"
1424,4.0403495,52.65387,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p54,2550,5043,484,528.jpg"
1425,-43.35081,5.182508,2270,1552,Paris,"Vascosan, Michel","2270_fine_sphere_1552_p105,311,807,287,294.jpg"
1426,-42.49519,22.428171,2255,1587,Venice,"Franceschi, Francesco de","2255_fine_opere_1587_p268,282,558,311,315.jpg"
1427,64.54711,-36.82397,1728,1569,Venice,"Scoto, Girolamo","1728_vinet_sphaera_1569_p11,96,122,139,135.jpg"
1428,7.6256337,45.87141,1817,1607,Rome,"Zanetti, Luigi","1817_clavius_sphaeram_1607_p8,583,1652,592,609.jpg"
1429,15.603211,41.75039,2278,1601,Venice,"Ciotti, Giovanni Battista","2278_clavius_commentarius_1601_p431,478,2082,454,436.jpg"
1430,12.752993,-34.648937,1831,1534,Paris,"Colines, Simon de","1831_mercator_textus_1534_p18,401,1101,175,183.jpg"
1431,-56.69635,-12.574619,1699,1550,Florence,"Torrentino, Lorenzo","1699_fiorentino_sopra_1550_p162,551,860,342,368.jpg"
1432,-10.811377,75.92519,2265,1521,Sine loco,Anonymous_SineLoco_[1526]_S,"2265_nunes_astronomici_1526_p3,1919,1530,511,460.jpg"
1433,-60.22678,-25.371437,1843,1538,Paris,"Colines, Simon de","1843_euclid_textus_1538_p18,553,1741,834,867.jpg"
1434,48.66298,-13.682333,1807,1581,Rome,Company Francesco Zanetti & Domenico Basa,"1807_clavius_sphaeram_1581_p311,232,332,160,156.jpg"
1435,-8.18797,30.047718,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p154,356,1247,545,533.jpg"
1436,-33.052876,29.900387,1854,1582,Lyon,"Béraud, Symphorien","1854_giuntini_sfera_1582_p202,332,763,246,226.jpg"
1437,-2.9875906,83.22787,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p320,2555,5745,520,568.jpg"
1438,52.108223,-40.983585,1802,1545,Seville,"León, Juan de","1802_sacrobosco_tractado_1545_p63,53,605,107,99.jpg"
1439,12.544628,-7.750199,1815,1606,Rome,"Zanetti, Luigi","1815_clavius_sphaera_1606_p369,153,1159,217,204.jpg"
1440,26.318348,-5.5266843,2272,1612,Dillingen an der Donau,"Hänlin, Gregor","2272_maurolico_sphaera_1612_p67,32,476,206,196.jpg"
1441,-21.360378,-10.678412,1835,1571,Florence,"Giunta, Jacopo","1835_sacrobosco_sfera_1571_p62,497,1264,238,214.jpg"
1442,67.536095,-22.084358,1970,1577,Paris,Company Jérôme de Marnef & Widow of Guillaume Cavellat (Denise de Marnef),"1970_sacrobosco_sphaera_1577_p155,690,145,113,124.jpg"
1443,-20.266226,-17.215467,1835,1571,Florence,"Giunta, Jacopo","1835_sacrobosco_sfera_1571_p9,157,630,306,256.jpg"
1444,-22.235737,-28.706448,2257,1551,Paris,"Vascosan, Michel","2257_fine_sphaera_1551_p139,215,781,266,261.jpg"
1445,-28.122784,-64.16522,1697,1548,Seville,"León, Juan de","1697_sacrobosco_tractado_1548_p167,399,845,424,440.jpg"
1446,-55.657703,-13.0720215,2252,1552,Paris,"Vascosan, Michel","2252_fine_sphaera_1552_p71,196,706,453,438.jpg"
1447,43.094967,3.470675,1963,1608,Paris,"Denise Cavellat, Widow of Arnold Sittart","1963_sacrobosco_sphaera_1608_p14,81,342,184,190.jpg"
1448,11.648455,-18.727888,2158,1567,Wittenberg,"Krafft the Elder, Johann","2158_dietrich_quaestiones_1567_p18,41,639,210,237.jpg"
1449,-73.44236,-8.967648,2225,1579,London,Widow of Richard Jugge (Joan Jugge),"2225_cortes_arte_1597_p92,605,1693,751,785.jpg"
1450,5.50292,-18.376898,1925,1490,Venice,"Locatello, Boneto","1925_sacrobosco_sphaerae_1494_p78,251,371,224,224.jpg"
1451,62.68274,-42.589367,1869,1527,Paris,"Colines, Simon de","1869_lattes_sphaera_1527_p46,39,916,97,104.jpg"
1452,-47.356815,-33.13254,2215,1574,Perugia,"Rastelli, Giovanni Bernardino","2215_sacrobosco_sfera_1575_p49,911,1657,333,377.jpg"
1453,-52.934982,-17.064318,1941,1531,Venice,"Giunta, Lucantonio","1941_sabbioneta_tractatvs_1531_p557,67,804,335,359.jpg"
1454,36.749542,-9.915157,1777,1585,Venice,"Percacino, Grazioso","1777_barozzi_cosmographia_1585_p213,47,392,185,183.jpg"
1455,0.6364686,41.093094,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p636,330,2001,417,404.jpg"
1456,-1.3565452,-10.607534,1967,1606,Lyon,"Gazeau, Hugues","1967_sacrobosco_sphaera_1606_p172,715,756,396,403.jpg"
1457,-18.078327,26.753298,1817,1607,Rome,"Zanetti, Luigi","1817_clavius_sphaeram_1607_p24,225,2366,625,617.jpg"
1458,49.62257,-45.200306,1903,1561,Wittenberg,"Krafft the Elder, Johann","1903_sacrobosco_libellvs_1561_p4,5,210,88,156.jpg"
1459,-2.225779,77.001076,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p317,2685,1156,509,509.jpg"
1460,2.663266,18.216385,1810,1594,Lyon,"Julliéron, Guichard","1810_clavius_sphaera_1594_p387,292,971,221,218.jpg"
1461,-9.7688675,28.17522,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p846,323,768,547,534.jpg"
1462,-5.671525,-40.621506,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p122,1532,336,293,293.jpg"
1463,12.892642,20.058277,1778,1598,Venice,"Percacino, Grazioso","1778_barozzi_cosmographia_1598_p86,78,197,208,230.jpg"
1464,29.356869,47.09676,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p158,247,911,555,599.jpg"
1465,34.312862,51.334995,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p341,2521,5542,425,416.jpg"
1466,-46.415672,3.75289,1912,1564,Lyon,"Barbier, Symphorien","1912_nunes_sphaera_1564_p170,104,1042,612,582.jpg"
1467,22.222975,21.860619,1817,1607,Rome,"Zanetti, Luigi","1817_clavius_sphaeram_1607_p14,745,1952,584,601.jpg"
1468,-9.080821,-17.17991,1818,1608,Saint Gervais,"Crispin, Samuel","1818_clavius_sphaeram_1608_p379,379,450,184,194.jpg"
1469,34.72401,-1.8547419,1795,1505,Cologne,Company Heirs of Heinrich Quentell,"1795_sacrobosco_opus_1505_p4,83,143,187,200.jpg"
1470,-8.777985,78.74547,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p40,2590,4131,547,535.jpg"
1471,31.223824,16.978039,1811,1596,Venice,"Basa, Bernardo","1811_clavius_sphaera_1596_p171,128,723,241,245.jpg"
1472,3.273858,40.835335,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p629,583,6609,380,393.jpg"
1473,-22.910393,62.94053,1842,1535,Salamanca,"Castañeda, Rodrigo de","1842_espinosa_philosophia_1535_p69,3558,2057,282,271.jpg"
1474,-62.285595,-3.8759186,2225,1579,London,Widow of Richard Jugge (Joan Jugge),"2225_cortes_arte_1597_p2,2895,1462,793,758.jpg"
1475,-7.731034,-23.920568,1802,1545,Seville,"León, Juan de","1802_sacrobosco_tractado_1545_p98,132,203,188,181.jpg"
1476,5.4443297,-72.19487,1697,1548,Seville,"León, Juan de","1697_sacrobosco_tractado_1548_p75,382,1845,369,364.jpg"
1477,-82.11811,5.932428,2250,1532,Paris,"Morrhy, Gérard","2250_fine_protomathesis_1532_p257,1000,2279,1434,1415.jpg"
1478,59.942837,-8.861909,1741,1584,Paris,Company Jérôme de Marnef & Widow of Guillaume Cavellat (Denise de Marnef),"1741_sacrobosco_sphaera_1594_p20,112,1124,149,132.jpg"
1479,-36.826923,8.135708,1711,1557,Paris,"Cavellat, Guillaume","1711_vinet_sphaera_1557_p8,50,374,265,250.jpg"
1480,29.201431,53.854202,1659,1518,Venice,Company Heirs of Ottaviano Scoto I.,"1659_sacrobosco_sphera_1518_p34,295,5476,475,451.jpg"
1481,50.664505,-29.966885,1869,1527,Paris,"Colines, Simon de","1869_lattes_sphaera_1527_p3,61,178,144,150.jpg"
1482,33.641056,-11.067415,1795,1505,Cologne,Company Heirs of Heinrich Quentell,"1795_sacrobosco_opus_1505_p2,137,315,163,176.jpg"
1483,-69.936485,-2.5397894,2225,1579,London,Widow of Richard Jugge (Joan Jugge),"2225_cortes_arte_1597_p22,2692,2296,688,659.jpg"
1484,5.1073527,-7.169424,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p163,691,5499,518,480.jpg"
1485,-1.9699463,32.186172,2190,1583,Lyon,"Béraud, Symphorien","2190_giuntini_speculum_1583_p135,686,1214,542,504.jpg"
1486,31.24901,-9.102995,1818,1608,Saint Gervais,"Crispin, Samuel","1818_clavius_sphaeram_1608_p622,40,483,172,182.jpg"
1487,50.2002,-24.188133,1824,1515,Paris,"Petit I., Jean","1824_ciruelo_sphere_1515_p148,182,719,143,136.jpg"
1488,-26.580109,-13.671922,1856,1566,Antwerp,"Richard, Jean","1856_sacrobosco_sphaera_1566_p171,69,81,331,343.jpg"
1489,-24.631695,-4.2247562,2250,1532,Paris,"Morrhy, Gérard","2250_fine_protomathesis_1532_p65,1049,6661,620,628.jpg"
1490,62.959457,-10.757576,1741,1584,Paris,Company Jérôme de Marnef & Widow of Guillaume Cavellat (Denise de Marnef),"1741_sacrobosco_sphaera_1594_p202,135,687,143,161.jpg"
1491,-51.657673,-24.353779,1690,1545,Wittenberg,"Kreutzer, Veit","1690_sacrobosco_libellus_1545_p151,265,290,309,330.jpg"
1492,1.0128616,72.52657,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p35,843,1814,535,558.jpg"
1493,-21.041885,-34.854103,1716,1561,Antwerp,"Richard, Jean","1716_ruffaut_sphaera_1561_p11,6,336,213,221.jpg"
1494,57.481056,6.036379,1634,1500,Venice,"Sessa I., Giovanni Battista","1634_sacrobosco_figura_1500_p46,220,1994,282,273.jpg"
1495,-76.36259,-0.12421194,2226,1589,London,"Jeffes, Abel","2226_cortes_arte_1589_p59,844,2620,1010,986.jpg"
1496,-43.562927,0.68878394,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p9,748,1529,796,939.jpg"
1497,-2.6189976,-0.89875764,1816,1607,Lyon,Jacques du Creux a.k.a. Molliard,"1816_clavius_sphaeram_1607_p294,179,2658,328,367.jpg"
1498,-13.434773,14.829702,1872,1617,Lyon,"Pillehotte, Antoine","1872_sacrobosco_emendata_1617_p56,128,2941,539,539.jpg"
1499,-72.07979,10.633,1967,1606,Lyon,"Gazeau, Hugues","1967_sacrobosco_sphaera_1606_p67,283,2709,545,524.jpg"
1500,-20.25125,34.801277,1911,1572,Paris,Company Guillaume Cavellat & Jérôme de Marnef,"1911_nunes_sphaera_1572_p10,1363,465,258,249.jpg"
1501,-46.784843,26.88927,2255,1587,Venice,"Franceschi, Francesco de","2255_fine_opere_1587_p662,414,1623,296,301.jpg"
1502,-3.0267534,76.18602,1929,1518,Venice,"Giunta, Lucantonio","1929_regiomontanus_sphera_1518_p226,582,2513,532,544.jpg"
